node,degree,betweenness,eigenvector
Lightning Rod,0.020833333333333332,0.0,0.0
Static,0.020833333333333332,0.0,0.0
ability_adaptability,0.020833333333333332,0.0,0.1176645178952697
ability_anticipation,0.020833333333333332,0.0,0.1176645178952697
ability_cursed_body,0.020833333333333332,0.0,0.0
ability_inner_focus,0.041666666666666664,0.031914893617021274,0.0
ability_justified,0.020833333333333332,0.0,0.0
ability_multiscale,0.020833333333333332,0.0,0.0
ability_run_away,0.020833333333333332,0.0,0.1176645178952697
ability_steadfast,0.020833333333333332,0.0,0.0
item_fire_stone,0.0,0.0,0.0
item_ice_rock,0.0,0.0,0.0
item_moss_rock,0.0,0.0,0.0
item_thunder_stone,0.0,0.0,0.0
item_water_stone,0.0,0.0,0.0
move_fairy_type_move,0.020833333333333332,0.0,0.04915151453601354
move_thunder_shock,0.020833333333333332,0.0,0.0
move_thunderbolt,0.020833333333333332,0.0,0.0
pokemon_alolan_raichu,0.041666666666666664,0.0070921985815602835,0.0
pokemon_dragonair,0.041666666666666664,0.00975177304964539,0.0
pokemon_dragonite,0.10416666666666667,0.03900709219858156,0.0
pokemon_dratini,0.020833333333333332,0.0,0.0
pokemon_eevee,0.25,0.04476950354609929,0.5570832703328176
pokemon_espeon,0.041666666666666664,0.0,0.22232747525961452
pokemon_flareon,0.041666666666666664,0.0,0.22232747525961452
pokemon_gastly,0.020833333333333332,0.0,0.0
pokemon_gengar,0.08333333333333333,0.007978723404255319,0.0
pokemon_glaceon,0.041666666666666664,0.0,0.22232747525961452
pokemon_haunter,0.041666666666666664,0.0035460992907801418,0.0
pokemon_jolteon,0.041666666666666664,0.0,0.22232747525961452
pokemon_leafeon,0.041666666666666664,0.0,0.22232747525961452
pokemon_lucario,0.125,0.0398936170212766,0.0
pokemon_pichu,0.020833333333333332,0.0,0.0
pokemon_pikachu,0.16666666666666666,0.03102836879432624,0.0
pokemon_raichu,0.020833333333333332,0.0,0.0
pokemon_riolu,0.020833333333333332,0.0,0.0
pokemon_sylveon,0.0625,0.010638297872340425,0.23270903729889822
pokemon_umbreon,0.041666666666666664,0.0,0.22232747525961452
pokemon_vaporeon,0.041666666666666664,0.0,0.22232747525961452
region_alola,0.020833333333333332,0.0,0.0
type_dragon,0.020833333333333332,0.0,0.0
type_electric,0.020833333333333332,0.0,0.0
type_fairy,0.0,0.0,0.0
type_fighting,0.020833333333333332,0.0,0.0
type_flying,0.020833333333333332,0.0,0.0
type_ghost,0.020833333333333332,0.0,0.0
type_normal,0.1875,0.01551418439716312,0.49552749912769595
type_poison,0.020833333333333332,0.0,0.0
type_steel,0.020833333333333332,0.0,0.0
