node,degree,betweenness,eigenvector
223_am,0.01206896551724138,0.0,0.08288666487181087
_usagi_the_megami_,0.01206896551724138,0.0,0.05613045438409001
animal_crossing,0.01206896551724138,0.0,0.028859087258389423
apex_legends,0.010344827586206896,0.0,0.07104571274726647
beyond_the_stage,0.020689655172413793,0.0,0.10726418732385118
bloom,0.020689655172413793,0.0,0.10726418732385118
botan,0.0,0.0,0.0
bouquet,0.01206896551724138,0.0,0.06130798456834241
fbkbp2019,0.022413793103448272,0.0,0.14424714439952427
fortnite_battle_royale,0.010344827586206896,0.0,0.07104571274726647
fubuki,0.0,0.0,0.0
game,0.013793103448275864,0.0,0.019221502499168607
gegege_no_kitaro_snes_game,0.0,0.0,0.0
hakui_koyori,0.01206896551724138,0.0,0.06130798456834241
holo27_originals_vol1,0.013793103448275864,0.0,0.017999547140997493
hololive,0.11206896551724138,0.07622504537205083,0.40819836317201014
hololive_gamers,0.016379310344827584,0.0,0.02137446222993452
hololive_summer_2022,0.013793103448275864,0.0,0.017999547140997493
howling,0.013793103448275864,0.0,0.0700662680781056
innk_music,0.02586206896551724,0.0,0.06939516794388738
inugami_korone,0.054310344827586204,0.05868118572292801,0.1645583703446774
kurokami,0.01206896551724138,0.0,0.08288666487181087
link_your_wish,0.0,0.0,0.0
marine,0.0,0.0,0.0
miko,0.0,0.0,0.0
minecraft,0.010344827586206896,0.0,0.05254970105857921
my_sparkle,0.013793103448275864,0.0,0.0700662680781056
nakiri_ayame,0.01206896551724138,0.0,0.06130798456834241
nekomata_okayu,0.13706896551724138,0.22020568663036905,0.08979680714792844
night_walk,0.013793103448275864,0.0,0.0700662680781056
nonstop_story,0.08103448275862067,0.20931639443436179,0.31779490620728224
ookami_mio,0.14137931034482756,0.19963702359346644,0.34958262292117437
our_sparkle,0.010344827586206896,0.0,0.06136047952771339
pekora,0.0,0.0,0.0
pekora_24,0.01206896551724138,0.0,0.05613045438409001
personya_respect,0.013793103448275864,0.0,0.017999547140997493
phasmophobia,0.010344827586206896,0.0,0.07104571274726647
poisonya_syndrome,0.013793103448275864,0.0,0.017999547140997493
sayファンファーレ,0.013793103448275864,0.0,0.09472761699635529
shiny_smily_story,0.04137931034482759,0.04355716878402904,0.1827934322154584
shirakami_cafe_music,0.013793103448275864,0.0,0.09472761699635529
shirakami_fubuki,0.22155172413793103,0.3629764065335753,0.4726248399699146
tenkyu_suisei_wa_yoru_o_koede,0.013793103448275864,0.0,0.019221502499168607
usada_pekora,0.15172413793103445,0.19056261343012706,0.32006445228519936
vtuber,0.0793103448275862,0.05868118572292801,0.09590364510077225
watame,0.0,0.0,0.0
yo_kai_watch_punipuni,0.03275862068965517,0.2250453720508167,0.134907134539145
おかゆにゅむokayunyumu,0.01206896551724138,0.0,0.015749603748372806
ころねの最凶天災わんだふぉーわーるど,0.013793103448275864,0.0,0.03298181400958792
ぺこみこ大戦争,0.013793103448275864,0.0,0.0641490907246743
ぺこらんだむぶれいん,0.013793103448275864,0.0,0.0641490907246743
ぽいずにゃしんどろーむ,0.013793103448275864,0.0,0.017999547140997493
もぐもぐyummy,0.013793103448275864,0.0,0.017999547140997493
もっふもふ_de_よいのじゃよ_moffumoffu_de_yoi_no_ja_yo,0.01206896551724138,0.0,0.08288666487181087
クックパッドおすすめレシピ,0.01206896551724138,0.0,0.08288666487181087
幻想郷ホロイズム,0.013793103448275864,0.0,0.0641490907246743
幻想郷ホロイズム_gensokyoholoism,0.013793103448275864,0.0,0.09472761699635529
朝が来て,0.01206896551724138,0.0,0.08288666487181087
香りのやる気スイッチ,0.01206896551724138,0.0,0.08288666487181087
