node,degree,betweenness,eigenvector
1st_usada_pekolive__usagi_the_megami_,0.010434782608695651,0.0,0.014297520632713558
ariake_arena,0.0,0.0,0.0
azki,0.008115942028985508,0.0,0.11445119644584409
azusa_tadokoro,0.008115942028985508,0.0,0.11445119644584409
bandai,0.00927536231884058,0.0,0.002873634586439863
berryz_kobo,0.0,0.0,0.0
bibbidiba,0.008115942028985508,0.0,0.11445119644584409
bluerose__comet,0.008115942028985508,0.0,0.11445119644584409
budokan,0.008115942028985508,0.0,0.11445119644584409
comet,0.00927536231884058,0.0,0.13080136736667894
countdown_japan_2425,0.024347826086956525,0.051577152600170505,0.12091760274514043
cover_corp,0.0,0.0,0.0
death_stranding_2_on_the_beach,0.010434782608695651,0.0,0.014297520632713558
dragon_quest_treasures,0.0,0.0,0.0
encouraging_japan_with_music,0.024347826086956525,0.051577152600170505,0.12091760274514043
forbes_japan,0.008115942028985508,0.0,0.11445119644584409
ghost,0.010434782608695651,0.0,0.1471515382875138
hajime_syacho,0.008115942028985508,0.0,0.01977249685593732
hanabasami_kyō,0.008115942028985508,0.0,0.01977249685593732
hikakin,0.008115942028985508,0.0,0.01977249685593732
hololive_1st_fes_nonstop_story,0.008115942028985508,0.0,0.11445119644584409
hololive_fantasy,0.05333333333333333,0.10144927536231885,0.019301759430910212
hololive_presents_hoshimachi_suiseis_music_space,0.008115942028985508,0.0,0.11445119644584409
hololive_production,0.022028985507246378,0.32608695652173914,0.16303767232386218
hoshimachi_suisei,0.2817391304347826,0.7318840579710145,0.6999192500699101
hoshimachi_suisei__tadokoro_azusas_parallel_scramble,0.008115942028985508,0.0,0.11445119644584409
hoshimatic_project,0.008115942028985508,0.0,0.020347298104268656
houshou_marine,0.010434782608695651,0.0,0.004059496023374787
human_rabbitality_project,0.028985507246376812,0.051577152600170505,0.01537204267501125
idol_showdown,0.010434782608695651,0.0,0.014297520632713558
inonaka_music,0.00927536231884058,0.0,0.13080136736667894
inui_toko,0.008115942028985508,0.0,0.11445119644584409
jibun_katte_dazzling__bye_bye_rainy,0.008115942028985508,0.0,0.11445119644584409
kaf,0.008115942028985508,0.0,0.020347298104268656
kakero__tenkyū_suisei_wa_yoru_o_mataide,0.008115942028985508,0.0,0.11445119644584409
midnight_grand_orchestra,0.03478260869565218,0.07672634271099744,0.1434858046690122
milky,0.00927536231884058,0.0,0.002873634586439863
mokota_mememe,0.008115942028985508,0.0,0.01977249685593732
momoko_tsugunaga,0.00927536231884058,0.0,0.012708907229078718
next_color_planet,0.010434782608695651,0.0,0.1471515382875138
nippon_budokan,0.008115942028985508,0.0,0.11445119644584409
nippon_cultural_broadcasting,0.0,0.0,0.0
pekotte,0.010434782608695651,0.0,0.014297520632713558
rariemonn,0.00927536231884058,0.0,0.012708907229078718
school_of_lock_music_line,0.008115942028985508,0.0,0.11445119644584409
shibuya,0.0,0.0,0.0
shiranui_constructions,0.008115942028985508,0.0,0.020347298104268656
shiranui_flare,0.010434782608695651,0.0,0.004059496023374787
shirogane_noel,0.010434782608695651,0.0,0.004059496023374787
shout_in_crisis,0.008115942028985508,0.0,0.11445119644584409
sos,0.008115942028985508,0.0,0.02346285570944948
specter,0.008115942028985508,0.0,0.11445119644584409
spectra_of_nova,0.03246376811594203,0.07672634271099744,0.12443277946843237
stellar_into_the_galaxy,0.008115942028985508,0.0,0.11445119644584409
stellar_stellar,0.008115942028985508,0.0,0.11445119644584409
still_still_stellar,0.010434782608695651,0.0,0.1471515382875138
sumika,0.008115942028985508,0.0,0.01977249685593732
taku_inoue,0.00927536231884058,0.0,0.02681469223937083
tenkyū_suisei_wa_yoru_o_mataide,0.00927536231884058,0.0,0.13080136736667894
the_first_take,0.008115942028985508,0.0,0.11445119644584409
toyosu_pit,0.0,0.0,0.0
toys_factory,0.008115942028985508,0.0,0.02346285570944948
udagawachō,0.008115942028985508,0.0,0.11445119644584409
uruha_rushia,0.010434782608695651,0.0,0.004059496023374787
usada_pekora,0.1136231884057971,0.3593350383631714,0.06799134944953066
vr_vtuber_music_radio,0.008115942028985508,0.0,0.11445119644584409
youtube_fanfest_2024,0.024347826086956525,0.051577152600170505,0.12091760274514043
yuuki_hagure,0.00927536231884058,0.0,0.012708907229078718
zenjinrui_usagika_keikaku,0.010434782608695651,0.0,0.014297520632713558
zutomayo,0.008115942028985508,0.0,0.01977249685593732
