node,degree,betweenness,eigenvector
1st_usada_pekolive__usagi_the_megami_,0.014492753623188406,0.0,0.0054607375866610975
ariake_arena,0.0,0.0,0.0
azki,0.014492753623188406,0.0,0.12140996375785203
azusa_tadokoro,0.014492753623188406,0.0,0.12140996375785203
bandai,0.014492753623188406,0.0,0.0010045083291774295
berryz_kobo,0.0,0.0,0.0
bibbidiba,0.014492753623188406,0.0,0.12140996375785203
bluerose__comet,0.014492753623188406,0.0,0.12140996375785203
budokan,0.014492753623188406,0.0,0.12140996375785203
comet,0.014492753623188406,0.0,0.12140996375785203
countdown_japan_2425,0.043478260869565216,0.051577152600170505,0.12913496013005074
cover_corp,0.0,0.0,0.0
death_stranding_2_on_the_beach,0.014492753623188406,0.0,0.0054607375866610975
dragon_quest_treasures,0.0,0.0,0.0
encouraging_japan_with_music,0.043478260869565216,0.051577152600170505,0.12913496013005074
forbes_japan,0.014492753623188406,0.0,0.12140996375785203
ghost,0.014492753623188406,0.0,0.12140996375785203
hajime_syacho,0.014492753623188406,0.0,0.02233327538426478
hanabasami_kyō,0.014492753623188406,0.0,0.02233327538426478
hikakin,0.014492753623188406,0.0,0.02233327538426478
hololive_1st_fes_nonstop_story,0.014492753623188406,0.0,0.12140996375785203
hololive_fantasy,0.07246376811594203,0.10144927536231885,0.006202883508340661
hololive_presents_hoshimachi_suiseis_music_space,0.014492753623188406,0.0,0.12140996375785203
hololive_production,0.028985507246376812,0.32608695652173914,0.12687070134451311
hoshimachi_suisei,0.4782608695652174,0.7318840579710145,0.7020021688220468
hoshimachi_suisei__tadokoro_azusas_parallel_scramble,0.014492753623188406,0.0,0.12140996375785203
hoshimatic_project,0.014492753623188406,0.0,0.02306712558532206
houshou_marine,0.014492753623188406,0.0,0.001072769424103704
human_rabbitality_project,0.043478260869565216,0.051577152600170505,0.005808198045793831
idol_showdown,0.014492753623188406,0.0,0.0054607375866610975
inonaka_music,0.014492753623188406,0.0,0.12140996375785203
inui_toko,0.014492753623188406,0.0,0.12140996375785203
jibun_katte_dazzling__bye_bye_rainy,0.014492753623188406,0.0,0.12140996375785203
kaf,0.014492753623188406,0.0,0.02306712558532206
kakero__tenkyū_suisei_wa_yoru_o_mataide,0.014492753623188406,0.0,0.12140996375785203
midnight_grand_orchestra,0.057971014492753624,0.07672634271099744,0.13337821234720326
milky,0.014492753623188406,0.0,0.0010045083291774295
mokota_mememe,0.014492753623188406,0.0,0.02233327538426478
momoko_tsugunaga,0.014492753623188406,0.0,0.0054607375866610975
next_color_planet,0.014492753623188406,0.0,0.12140996375785203
nippon_budokan,0.014492753623188406,0.0,0.12140996375785203
nippon_cultural_broadcasting,0.0,0.0,0.0
pekotte,0.014492753623188406,0.0,0.0054607375866610975
rariemonn,0.014492753623188406,0.0,0.0054607375866610975
school_of_lock_music_line,0.014492753623188406,0.0,0.12140996375785203
shibuya,0.0,0.0,0.0
shiranui_constructions,0.014492753623188406,0.0,0.02306712558532206
shiranui_flare,0.014492753623188406,0.0,0.001072769424103704
shirogane_noel,0.014492753623188406,0.0,0.001072769424103704
shout_in_crisis,0.014492753623188406,0.0,0.12140996375785203
sos,0.014492753623188406,0.0,0.02306712558532206
specter,0.014492753623188406,0.0,0.12140996375785203
spectra_of_nova,0.057971014492753624,0.07672634271099744,0.13337821234720326
stellar_into_the_galaxy,0.014492753623188406,0.0,0.12140996375785203
stellar_stellar,0.014492753623188406,0.0,0.12140996375785203
still_still_stellar,0.014492753623188406,0.0,0.12140996375785203
sumika,0.014492753623188406,0.0,0.02233327538426478
taku_inoue,0.014492753623188406,0.0,0.02306712558532206
tenkyū_suisei_wa_yoru_o_mataide,0.014492753623188406,0.0,0.12140996375785203
the_first_take,0.014492753623188406,0.0,0.12140996375785203
toyosu_pit,0.0,0.0,0.0
toys_factory,0.014492753623188406,0.0,0.02306712558532206
udagawachō,0.014492753623188406,0.0,0.12140996375785203
uruha_rushia,0.014492753623188406,0.0,0.001072769424103704
usada_pekora,0.15942028985507245,0.3593350383631714,0.03157428961460597
vr_vtuber_music_radio,0.014492753623188406,0.0,0.12140996375785203
youtube_fanfest_2024,0.043478260869565216,0.051577152600170505,0.12913496013005074
yuuki_hagure,0.014492753623188406,0.0,0.0054607375866610975
zenjinrui_usagika_keikaku,0.014492753623188406,0.0,0.0054607375866610975
zutomayo,0.014492753623188406,0.0,0.02233327538426478
